deputado_id,deputado_nome,deputado_partido,deputado_uf,total_gasto
230762,Pastor Claudio Mariano,UNIÃO,PA,511089.19
231911,Lenir de Assis,PT,PR,484733.80
204496,Celso Sabino,PDT,PA,481691.26
230765,Enfermeira Rejane,PCdoB,RJ,477668.94
73788,Ricardo Barros,PP,PR,477164.36
220634,Marcelo Lima,PSB,SP,452932.25
178831,André Abdon,PP,AP,443225.49
204476,Chiquinho Brazão,S.PART.,RJ,409324.52
233594,Rafael Fera,PODE,RO,408968.08
160561,Missionário José Olimpio,PL,SP,395736.93
178886,Juscelino Filho,PSDB,MA,387963.68
220614,Dr. Daniel Soranz,PSD,RJ,384248.87
143084,Tiago Dimas,PODE,TO,383777.89
160641,Professora Marcivania,PCdoB,AP,378351.06
204425,Silvio Costa Filho,REPUBLICANOS,PE,374148.07
227310,Silvio Antonio,PL,MA,364432.69
220698,Beto Preto,PSD,PR,353009.70
178962,Carlos Gomes,REPUBLICANOS,RS,333350.87
227991,Dr Flávio,PL,RJ,329156.50
154178,Milton Vieira,REPUBLICANOS,SP,316715.32
217480,Jones Moura,PSD,RJ,308231.92
141533,Rodrigo Rollemberg,PSB,DF,284492.33
229585,Elisangela Araujo,PT,BA,270131.28
128760,Paulo Marinho Jr,PL,MA,249619.70
204528,Adriana Ventura,NOVO,SP,247921.24
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,246997.40
74065,Fatima Pelaes,REPUBLICANOS,AP,240537.04
73808,Sérgio Brito,PSD,BA,224281.08
182146,Wolmer Araújo,SOLIDARIEDADE,MA,205410.03
204522,Marco Bertaiolli,PSD,SP,204077.68
234788,Heloísa Helena,REDE,RJ,199489.47
115200,Raniery Paulino,REPUBLICANOS,PB,198107.21
178882,André Fufuca,PP,MA,197121.06
227401,Dr Fabio Rueda,UNIÃO,AC,196344.58
227275,Mariana Carvalho,REPUBLICANOS,MA,188355.18
229082,Lucyana Genésio,PDT,MA,188221.02
228616,Dr. Remy Soares,PP,MA,187671.30
68720,Fábio Henrique,UNIÃO,SE,186377.80
227323,Luciano Galego,PL,MA,185617.55
227324,Henrique Júnior,PL,MA,184239.21
234673,Vanderlan Alves,SOLIDARIEDADE,CE,184121.82
204376,Coronel Armando,PP,SC,181874.49
74052,Bosco Costa,PL,SE,181044.60
229225,Missionária Michele Collins,PP,PE,180903.67
220008,Eliza Virgínia,PP,PB,179732.24
122195,Leonardo Gadelha,PODE,PB,177945.54
229112,Pedro Jr,PL,TO,175492.24
229069,Capitão Samuel,PP,SE,174706.21
233218,Nelinho Freitas,MDB,CE,173089.99
229939,Newton Bonin,UNIÃO,PR,172069.17
226075,Priscila Costa,PL,CE,170230.05
230177,Tadeu Oliveira,PL,CE,169926.25
229333,Gláucia Santiago,PL,MG,166310.14
225727,Flavinha,MDB,MT,161654.52
129618,Gorete Pereira,MDB,CE,160407.34
223398,Ulisses Guimarães,MDB,MG,158398.59
234310,Ricardo Galvão,REDE,SP,156472.52
220705,Deltan Dallagnol,PODE,PR,156371.72
208297,Katia Dias,REPUBLICANOS,MG,152277.87
100689,Hildo do Candango,REPUBLICANOS,GO,149927.90
160621,Sandro Alex,PSD,PR,148763.07
227370,Felipe Saliba,PRD,MG,146797.99
228941,Daniel José,PODE,SP,144400.00
235088,Ribeiro Neto,SOLIDARIEDADE,MA,143072.67
178983,Marcio Alvino,PL,SP,137965.21
233598,Samuel Santos,PODE,GO,137787.62
178905,Fabio Garcia,UNIÃO,MT,137218.42
228797,Júlio Oliveira,PP,TO,136758.01
228837,Juliana Kolankiewicz,MDB,MT,131844.31
229106,Carla Ayres,PT,SC,129327.56
226410,Márcio Correa,MDB,GO,128836.37
230764,Ivan Junior,UNIÃO,MA,126968.00
77003,Sergio Santos Rodrigues,PODE,MG,120320.49
164360,Carmen Zanotto,CIDADANIA,SC,119532.90
226553,Eliane Braz,PSD,CE,114344.94
234406,Elmano Férrer,PP,PI,114099.77
234388,Fabiano Cazeca,PRD,MG,113065.75
160531,Jhonatan de Jesus,REPUBLICANOS,RR,109259.91
230088,Dra. Mayra Pinheiro,PL,CE,105982.73
160508,Afonso Florence,PT,BA,102734.88
132504,Enio Verri,PT,PR,102517.91
228272,Délio Pinheiro,PDT,MG,97742.25
234253,Lucas Abrahao,REDE,AP,84345.50
220715,Amom Mandel,REPUBLICANOS,AM,84094.30
233592,Paulo Lemos,PT,AP,83989.33
178832,Leandre,PSD,PR,82975.17
204514,Coronel Tadeu,PL,SP,82948.16
227800,Duarte Gonçalves Jr,REPUBLICANOS,MG,81944.51
234840,Cristiano Furlan,REDE,AP,80000.00
229259,Pedro Tourinho,PT,SP,78180.83
222565,Soldado Noelio,UNIÃO,CE,72171.34
204558,Marcelo Nilo,REPUBLICANOS,BA,71321.15
171139,Loreny,SOLIDARIEDADE,SP,64801.73
204531,Guilherme Derrite,PP,SP,64440.64
197438,Tito,AVANTE,BA,62682.18
178945,Rosangela Gomes,REPUBLICANOS,RJ,58184.20
204433,Marcelo Calero,PSD,RJ,53956.33
225386,Renan Ferreirinha,PSD,RJ,51059.62
204475,Ottaci Nascimento,SOLIDARIEDADE,RR,46184.63
204471,Mara Rocha,MDB,AC,45098.15
204352,Camilo Capiberibe,PSB,AP,44866.19
225846,Itamar Paim,PL,PR,44757.90
204434,Dra. Vanda Milani,PROS,AC,44524.22
178959,Hiran Gonçalves,PP,RR,44502.71
204555,José Ricardo,PT,AM,44286.36
108338,Jaqueline Cassol,PP,RO,44174.76
73943,Perpétua Almeida,PCdoB,AC,43775.78
178836,Alan Rick,UNIÃO,AC,43728.12
204548,Heitor Freire,UNIÃO,CE,43676.50
178920,Ricardo Teobaldo,PODE,PE,43367.43
204465,Haroldo Cathedral,PSD,RR,43341.15
178839,Jéssica Sales,MDB,AC,43104.91
204551,Bosco Saraiva,SOLIDARIEDADE,AM,42916.08
204561,Bira do Pindaré,PSB,MA,42785.18
141335,Beto Faro,PT,PA,42540.52
204562,Edilázio Júnior,PSD,MA,42480.49
204499,Cássio Andrade,PSB,PA,42440.50
74419,Gonzaga Patriota,PSB,PE,42303.95
204505,Vavá Martins,REPUBLICANOS,PA,41895.49
204500,Eduardo Costa,PSD,PA,41582.03
180018,Thiago Cartaxo,PODE,RN,41573.97
204421,Edna Henrique,REPUBLICANOS,PB,41512.60
204375,Leda Sadala,PP,AP,41374.29
204466,Tereza Nelma,PSD,AL,41354.31
160645,Luiz Carlos,PSDB,AP,41214.69
235776,Sérgio Turra,PP,RS,41157.15
204538,Paulo Bengtson,PTB,PA,40916.37
215044,Vivi Reis,PSOL,PA,40875.84
204435,Jesus Sérgio,PDT,AC,40803.92
178844,Pedro Vilela,PSDB,AL,40790.46
204363,Osires Damaso,PSC,TO,40661.32
141422,Efraim Filho,UNIÃO,PB,40574.88
204357,Rose Modesto,UNIÃO,MS,40543.52
204382,Loester Trutis,PL,MS,40435.39
178956,Mariana Carvalho,REPUBLICANOS,RO,40396.06
219920,Fabio Barros,PSB,PE,40332.39
204468,Joenia Wapichana,REDE,RR,40007.55
178889,Zé Carlos,PT,MA,39783.76
195866,Vaidon Oliveira,UNIÃO,CE,39629.73
204405,Liziane Bayer,REPUBLICANOS,RS,39613.28
141434,Flaviano Melo,MDB,AC,39584.26
194260,Nivaldo Albuquerque,REPUBLICANOS,AL,39529.49
178948,Beto Rosado,PP,RN,39437.90
204353,Aline Gurgel,UNIÃO,AP,39423.64
204437,Severino Pessoa,MDB,AL,39372.80
204370,Célio Moura,PT,TO,39282.47
204432,Marina Santos,REPUBLICANOS,PI,39142.62
112437,João Marcelo Souza,MDB,MA,39136.36
178921,Sebastião Oliveira,AVANTE,PE,39122.25
178924,Capitão Fábio Abreu,PSD,PI,38996.09
204554,Abílio Santana,PSC,BA,38569.44
204415,Nereu Crispim,PSD,RS,38477.51
204544,Alexandre Frota,PROS,SP,38364.06
204420,Julian Lemos,UNIÃO,PB,38151.95
141427,Fábio Ramalho,MDB,MG,38062.66
73772,Hermes Parcianello,MDB,PR,38054.64
204467,Professora Rosa Neide,PT,MT,37388.01
178863,Uldurico Junior,MDB,BA,37357.89
75431,Maurício Dziedricki,PODE,RS,37250.28
204418,Luizão Goulart,SOLIDARIEDADE,PR,37240.59
204575,Gil Cutrim,REPUBLICANOS,MA,37236.44
204477,Felício Laterça,PP,RJ,37116.43
204446,Professor Joziel,PATRIOTA,RJ,37043.38
204451,Delegado Antônio Furtado,UNIÃO,RJ,37009.82
178951,Rafael Motta,PSB,RN,36940.94
160511,Alessandro Molon,PSB,RJ,36692.57
90201,Pedro Augusto Bezerra,PDT,CE,36640.69
92172,Milton Coelho,PSB,PE,36488.12
235620,Ilacir Bicalho,REPUBLICANOS,MG,36404.00
74165,Neucimar Fraga,PP,ES,36372.35
204547,Léo Motta,REPUBLICANOS,MG,36230.12
74749,Mauro Lopes,PP,MG,36205.78
204542,Denis Bezerra,PSB,CE,36165.77
141372,Aelton Freitas,PP,MG,36020.28
204452,Márcio Labre,PL,RJ,35936.29
204509,Áurea Carolina,PSOL,MG,35760.47
204384,Ney Leprevost,UNIÃO,PR,35615.78
204440,Christino Aureo,PP,RJ,35532.88
74319,Paes Landim,UNIÃO,PI,35484.01
215045,Pedro Augusto Palareti,PP,RJ,35472.00
178825,Leo de Brito,PT,AC,35358.13
160619,José Nunes,PSD,BA,35298.07
141439,Chico D'Angelo,PDT,RJ,35209.67
177282,Subtenente Gonzaga,PSD,MG,35186.70
74693,Rodrigo Maia,PSDB,RJ,35172.42
204545,Alê Silva,REPUBLICANOS,MG,35123.97
178928,Christiane de Souza Yared,PP,PR,34735.04
141553,Vanderlei Macris,PSDB,SP,34686.33
178923,Zeca Cavalcanti,PTB,PE,34641.54
204510,Franco Cartafina,PP,MG,34570.70
204564,Igor Kannário,UNIÃO,BA,34123.53
178981,Herculano Passos,REPUBLICANOS,SP,34055.07
146307,Neri Geller,PP,MT,33815.54
152610,Roberto Alves,REPUBLICANOS,SP,33714.01
81297,Dra. Soraya Manato,PTB,ES,33455.53
215042,Ricardo da Karol,PDT,RJ,33408.64
178879,Lucas Vergilio,SOLIDARIEDADE,GO,32856.49
160639,Professora Dorinha Seabra Rezende,UNIÃO,TO,32687.92
178830,Dr. Sinval Malheiros,PODE,SP,32344.74
204392,Francisco Jr.,PSD,GO,32064.95
204483,Vilson da Fetaemg,PSB,MG,32051.50
204439,Dr. Leonardo,REPUBLICANOS,MT,31984.20
141405,Celso Maldaner,MDB,SC,31786.18
141401,Carlos Bezerra,MDB,MT,31779.80
204487,Capitão Wagner,UNIÃO,CE,31463.68
204442,Gurgel,PL,RJ,31291.74
160570,Jerônimo Goergen,PP,RS,31059.64
204428,Marília Arraes,SOLIDARIEDADE,PE,31014.75
204389,Elias Vaz,PSB,GO,30940.03
204576,João Roma,PL,BA,30724.62
235800,Jorge Araújo,PP,BA,30474.56
204383,Professor Israel Batista,PSB,DF,30312.11
164359,Delegado Waldir,UNIÃO,GO,30307.40
204556,Marcelo Ramos,PSD,AM,30242.57
146788,Marcelo Aro,PP,MG,30199.89
160528,Danilo Cabral,PSB,PE,30030.96
141513,Bilac Pinto,UNIÃO,MG,30001.70
221183,Márcio Dória,PCdoB,SE,29915.39
74439,Wolney Queiroz,PDT,PE,29906.42
204413,Alcides Rodrigues,PATRIOTA,GO,29700.28
178901,Tereza Cristina,PP,MS,29496.96
141417,Edio Lopes,PL,RR,29325.69
221157,Rui Godinho,UNIÃO,SC,29282.24
204011,Marcos Pacco,PODE,DF,29148.15
204490,Charlles Evangelista,PP,MG,28934.14
196358,Lourival Gomes,PP,RJ,28605.36
204502,Bozzella,UNIÃO,SP,28461.26
178990,Samuel Moreira,PSDB,SP,28421.77
204478,Vinicius Farah,UNIÃO,RJ,28002.04
74655,Eduardo Barbosa,PSDB,MG,27852.88
93083,Cacá Leão,PP,BA,27816.79
204371,Felipe Rigoni,UNIÃO,ES,27547.78
204438,Sergio Toledo,PV,AL,27542.37
74459,Átila Lira,PP,PI,27418.39
73460,Gustavo Fruet,PDT,PR,26948.33
168175,Simplício Araújo,SOLIDARIEDADE,MA,26825.37
221149,Elói Pietá,PT,SP,26277.37
178994,Dulce Miranda,MDB,TO,26134.99
133968,Paulo Ramos,PDT,RJ,25649.41
204386,Jose Mario Schreiner,MDB,GO,25626.65
74366,João Campos,REPUBLICANOS,GO,25270.42
205535,Patricia Ferraz,PL,AP,25186.27
74806,Tadeu Filippelli,MDB,DF,25000.85
73463,Osmar Serraglio,PP,PR,24842.04
178861,Ronaldo Carletto,PP,BA,24468.40
204546,Joice Hasselmann,PSDB,SP,23974.81
167614,Severino Ninho,PSB,PE,23834.49
135054,Cristiano Vale,PP,PA,23564.65
178977,Eduardo Cury,PSDB,SP,23423.69
204454,Daniel Silveira,PTB,RJ,23022.99
204529,Policial Katia Sastre,PL,SP,22865.58
204537,Enrico Misasi,MDB,SP,22458.45
221147,Marcia Scherer,MDB,RS,21956.14
228042,Naumi Amorim,PSD,CE,21742.69
178953,Expedito Netto,PSD,RO,21513.26
76874,Marcelo Freixo,PSB,RJ,21456.78
73482,Henrique Fontana,PT,RS,20523.03
204527,Geninho Zuliani,UNIÃO,SP,20350.74
133373,Marco Maia,PT,RS,20030.26
67138,Iracema Portella,PP,PI,19812.91
73586,Júlio Delgado,PV,MG,19723.49
160667,Guilherme Mussi,PP,SP,19424.31
73466,Rubens Bueno,CIDADANIA,PR,19414.71
178984,Miguel Haddad,PSDB,SP,18956.20
204516,Alexis Fonteyne,NOVO,SP,18772.47
204373,Hélio Costa,PSD,SC,18497.62
204532,Vinicius Poit,NOVO,SP,18473.66
160651,Rogério Peninha Mendonça,MDB,SC,17791.53
151208,Laercio Oliveira,PP,SE,17378.12
193726,Paulo Eduardo Martins,PL,PR,17125.02
204565,Professora Dayane Pimentel,UNIÃO,BA,16703.55
216198,Norma Pereira,PSDB,SC,16310.91
204403,Marlon Santos,PL,RS,16260.00
204523,Lucas Gonzalez,NOVO,MG,15594.58
204530,Rodrigo Agostinho,PSB,SP,15100.61
160589,Bruna Furlan,PSDB,SP,15047.98
204513,Guiga Peixoto,PSC,SP,14916.00
160534,Lauriete,PSC,ES,14770.10
204484,General Peternelli,UNIÃO,SP,14587.53
204359,Léo Moraes,PODE,RO,14314.03
204381,Luis Miranda,REPUBLICANOS,DF,13965.63
178961,Shéridan,PSDB,RR,13925.53
204414,Aroldo Martins,REPUBLICANOS,PR,13841.83
204569,Delegado Pablo,UNIÃO,AM,13651.59
151965,Maia Filho,PP,PI,13618.34
141523,Raul Henry,MDB,PE,13508.96
115746,Gelson Azevedo,PL,RJ,13239.48
178912,Pedro Cunha Lima,PSDB,PB,12914.39
204354,Flávia Arruda,PL,DF,12902.81
66179,Norma Ayub,PP,ES,12890.30
105534,Alexandre Figueiredo,PSD,SE,12479.93
204458,Major Fabiana,PL,RJ,12431.20
178939,Clarissa Garotinho,UNIÃO,RJ,12175.50
204521,Abou Anni,UNIÃO,SP,11420.90
235712,Vavá,AVANTE,MG,11275.31
204393,Frei Anastacio Ribeiro,PT,PB,10921.80
74352,Nilson Pinto,PSDB,PA,10870.87
204461,Paulo Ganime,NOVO,RJ,10459.03
73696,Angela Amin,PP,SC,10296.25
220637,Marina Silva,REDE,SP,10159.14
204519,Tiago Mitraud,NOVO,MG,9544.34
160669,Genecias Noronha,PL,CE,8882.05
160532,Eli Corrêa Filho,UNIÃO,SP,7973.10
178925,Rejane Dias,PT,PI,7127.28
141508,Mauro Nazif,PSB,RO,6611.48
160587,Fábio Trad,PSD,MS,5277.97
205548,David Miranda,PDT,RJ,5193.84
178935,Rossoni,PSDB,PR,5003.42
141488,Paulo Teixeira,PT,SP,4689.92
141379,Andreia Zito,PSD,RJ,4553.84
160655,Ricardo Izar,REPUBLICANOS,SP,3540.19
141428,Fábio Faria,PP,RN,1764.31
204400,Aline Sleutjes,PROS,PR,1727.31
179587,Major Vitor Hugo,PL,GO,1684.39
212625,Dr. Gonçalo,PODE,MA,1137.69
178922,Tadeu Alencar,PSB,PE,1061.10
74399,Onyx Lorenzoni,PL,RS,636.07
220643,Sônia Guajajara,PSOL,SP,523.95
74471,André de Paula,PSD,PE,122.55
211498,Renato Santana,PSD,DF,0.30
204503,Alexandre Padilha,PT,SP,0.21
220636,Luiz Marinho,PT,SP,0.18
204430,Margarete Coelho,PP,PI,0.10
204366,Rodrigo Coelho,PODE,SC,0.02
