data_medicao,nome_municipio,latitude,longitude,temperatura_maxima_c,temperatura_minima_c,temperatura_media_c,precipitacao_total_mm,poluicao_pm10_ug_m3,poluicao_pm2_5_ug_m3,monoxido_carbono_ug_m3,focos_queimadas_nasa,evapotranspiracao_mm,deficit_pressao_vapor_max_kpa
2023-08-01,Petrópolis,-22.3880004,-43.1752593,19.8,10.2,15.0,0.0,19.708333333333332,13.7125,309.25,0,2.81,0.89
